20131120,79.01,79.01,79.01,79.01,0,0
20131121,78.57,78.57,78.57,78.57,0,0
20131122,78.61,78.61,78.61,78.61,0,0
20131125,79.01,79.01,79.01,79.01,0,0
20131126,79.17,79.17,79.17,79.17,0,0
20131127,79.01,79.01,79.01,79.01,0,0
20131129,79.34,79.34,79.34,79.34,0,0
20131202,79.45,79.45,79.45,79.45,0,0
20131203,79.29,79.29,79.29,79.29,0,0
20131204,79.14,79.14,79.14,79.14,0,0
20131205,78.60,78.60,78.60,78.60,0,0
20131206,78.86,78.86,78.86,78.86,0,0
20131209,78.97,78.97,78.97,78.97,0,0
20131210,78.81,78.81,78.81,78.81,0,0
20131211,79.30,79.30,79.30,79.30,0,0
20131212,79.04,79.04,79.04,79.04,0,0
20131213,78.01,78.01,78.01,78.01,0,0
20131216,78.36,78.36,78.36,78.36,0,0
20131217,78.44,78.44,78.44,78.44,0,0
20131218,77.81,77.81,77.81,77.81,0,0
20131219,77.38,77.38,77.38,77.38,0,0
20131220,77.12,77.12,77.12,77.12,0,0
20131223,77.12,77.12,77.12,77.12,0,0
20131224,77.05,77.05,77.05,77.05,0,0
20131226,77.23,77.23,77.23,77.23,0,0
20131227,77.36,77.36,77.36,77.36,0,0
20131230,77.29,77.29,77.29,77.29,0,0
20131231,77.02,77.02,77.02,77.02,0,0
20140102,76.19,76.19,76.19,76.19,0,0
20140103,76.09,76.09,76.09,76.09,0,0
20140106,76.14,76.14,76.14,76.14,0,0
20140107,75.24,75.24,75.24,75.24,0,0
20140108,74.83,74.83,74.83,74.83,0,0
20140109,75.10,75.10,75.10,75.10,0,0
20140110,75.06,75.06,75.06,75.06,0,0
20140113,74.98,74.98,74.98,74.98,0,0
20140114,75.79,75.79,75.79,75.79,0,0
20140115,76.17,76.17,76.17,76.17,0,0
20140116,75.16,75.16,75.16,75.16,0,0
20140117,75.06,75.06,75.06,75.06,0,0
20140121,74.97,74.97,74.97,74.97,0,0
20140122,74.78,74.78,74.78,74.78,0,0
20140123,74.58,74.58,74.58,74.58,0,0
20140124,74.93,74.93,74.93,74.93,0,0
20140127,74.82,74.82,74.82,74.82,0,0
20140128,75.05,75.05,75.05,75.05,0,0
20140129,74.62,74.62,74.62,74.62,0,0
20140130,74.38,74.38,74.38,74.38,0,0
20140131,73.79,73.79,73.79,73.79,0,0
20140203,74.14,74.14,74.14,74.14,0,0
20140204,74.81,74.81,74.81,74.81,0,0
20140205,76.02,76.02,76.02,76.02,0,0
20140206,76.17,76.17,76.17,76.17,0,0
20140207,76.58,76.58,76.58,76.58,0,0
20140210,76.27,76.27,76.27,76.27,0,0
20140211,76.81,76.81,76.81,76.81,0,0
