20121116,85.58,85.58,85.58,85.58,0,0
20121119,85.67,85.67,85.67,85.67,0,0
20121120,85.14,85.14,85.14,85.14,0,0
20121121,85.73,85.73,85.73,85.73,0,0
20121123,87.00,87.00,87.00,87.00,0,0
20121126,86.17,86.17,86.17,86.17,0,0
20121127,85.92,85.92,85.92,85.92,0,0
20121128,85.98,85.98,85.98,85.98,0,0
20121129,85.91,85.91,85.91,85.91,0,0
20121130,85.92,85.92,85.92,85.92,0,0
20121203,85.80,85.80,85.80,85.80,0,0
20121204,85.61,85.61,85.61,85.61,0,0
20121205,85.99,85.99,85.99,85.99,0,0
20121206,85.49,85.49,85.49,85.49,0,0
20121207,85.49,85.49,85.49,85.49,0,0
20121210,85.04,85.04,85.04,85.04,0,0
20121211,85.36,85.36,85.36,85.36,0,0
20121212,85.49,85.49,85.49,85.49,0,0
20121213,84.45,84.45,84.45,84.45,0,0
20121214,85.20,85.20,85.20,85.20,0,0
20121217,84.56,84.56,84.56,84.56,0,0
20121218,84.62,84.62,84.62,84.62,0,0
20121219,85.35,85.35,85.35,85.35,0,0
20121220,85.05,85.05,85.05,85.05,0,0
20121221,84.84,84.84,84.84,84.84,0,0
20121224,84.91,84.91,84.91,84.91,0,0
20121226,85.49,85.49,85.49,85.49,0,0
20121227,85.56,85.56,85.56,85.56,0,0
20121228,85.53,85.53,85.53,85.53,0,0
20121231,86.16,86.16,86.16,86.16,0,0
20130102,85.57,85.57,85.57,85.57,0,0
20130103,84.66,84.66,84.66,84.66,0,0
20130104,84.54,84.54,84.54,84.54,0,0
20130107,85.02,85.02,85.02,85.02,0,0
20130108,84.89,84.89,84.89,84.89,0,0
20130109,84.98,84.98,84.98,84.98,0,0
20130110,84.71,84.71,84.71,84.71,0,0
20130111,84.51,84.51,84.51,84.51,0,0
20130114,85.01,85.01,85.01,85.01,0,0
20130115,84.82,84.82,84.82,84.82,0,0
20130116,85.22,85.22,85.22,85.22,0,0
20130117,85.09,85.09,85.09,85.09,0,0
20130118,84.98,84.98,84.98,84.98,0,0
20130122,85.00,85.00,85.00,85.00,0,0
20130123,85.38,85.38,85.38,85.38,0,0
20130124,85.37,85.37,85.37,85.37,0,0
20130125,84.97,84.97,84.97,84.97,0,0
20130128,85.40,85.40,85.40,85.40,0,0
20130129,85.13,85.13,85.13,85.13,0,0
20130130,85.11,85.11,85.11,85.11,0,0
20130131,85.06,85.06,85.06,85.06,0,0
20130201,84.24,84.24,84.24,84.24,0,0
20130204,84.08,84.08,84.08,84.08,0,0
20130205,85.02,85.02,85.02,85.02,0,0
20130206,85.42,85.42,85.42,85.42,0,0
20130207,85.64,85.64,85.64,85.64,0,0
20130208,86.04,86.04,86.04,86.04,0,0
20130211,86.39,86.39,86.39,86.39,0,0
20130212,85.61,85.61,85.61,85.61,0,0
20130213,85.82,85.82,85.82,85.82,0,0
20130214,85.89,85.89,85.89,85.89,0,0
20130215,85.28,85.28,85.28,85.28,0,0
20130219,84.66,84.66,84.66,84.66,0,0
20130220,84.40,84.40,84.40,84.40,0,0
20130221,83.56,83.56,83.56,83.56,0,0
20130222,83.87,83.87,83.87,83.87,0,0
20130225,83.97,83.97,83.97,83.97,0,0
20130226,84.04,84.04,84.04,84.04,0,0
20130227,83.71,83.71,83.71,83.71,0,0
20130228,83.38,83.38,83.38,83.38,0,0
20130301,83.91,83.91,83.91,83.91,0,0
20130304,83.80,83.80,83.80,83.80,0,0
20130305,84.35,84.35,84.35,84.35,0,0
20130306,83.75,83.75,83.75,83.75,0,0
20130307,83.59,83.59,83.59,83.59,0,0
20130308,83.69,83.69,83.69,83.69,0,0
20130311,83.53,83.53,83.53,83.53,0,0
20130312,84.26,84.26,84.26,84.26,0,0
